"","RNA.g0","RNA.g1","RNA.g2","RNA.g3","RNA.g4","RNA.g5","RNA.g6","RNA.g7","RNA.g8"
"PTEN",0.250349947488649,0.376518574175268,0.22211313816248,0.1735942753486,0.169019554166932,0.327609995317198,0.126796623088132,0.458950678669421,0.493194252674209
"RNLS",0.00675766995539938,0.0198493148809176,0.0407986599570656,0.0436827422963179,0.036309440473116,0.0163259442109834,0.0260987576991335,0.0506072874493927,0
"LIPN",0.00652017995696681,0.0279084712281151,0,0,0,0.10564424563813,0,0,0
"ANKRD22",0,0.0923177368529004,0,0,0,0.0383950309052075,0,0,0
"STAMBPL1",0.182882535094592,0.0060104136426773,0.116121013766655,0.159854749710366,0.0375721246261652,0.0243767326176599,0.0789746824277707,0.171995079576658,0
"ACTA2",0.0413117071207557,0.0596166681736179,0.074205790521911,0.00560435076958945,0.197317373058666,0.0282075248173933,0.100094827869413,0.168252870021516,0
"FAS",0.0772492882507392,0.133281695212793,0.359137896510489,0.100161003130034,0.187473769540168,0.198290223668714,0.131384466895691,0.164137979739961,0
"CH25H",0.00509658019468936,0.00611111722222833,0,0,0,0.0338567040517858,0,0,0
"LIPA",0.328814210783601,0.3665268635305,0.457743248509209,0.533557599064843,0.492739470886488,0.641513145916513,0.549478484648427,0.753251816340191,2.13798739861579
"IFIT2",0.0711596916945617,0.701495829917279,0.166942666102889,1.04397837045661,0.202492660037968,0.57189388807526,0.289671168704117,0.476732794171012,0
"IFIT3",0.283388142949644,0.745864244856262,0.725555847211975,0.605883525070001,0.250052523180595,1.19611681318535,0.819021036663854,0.430294793279019,1.40806811482551
"IFIT1",0.465930196609207,0.666629227534695,0.584467937142744,0.170337846331746,0.154325262840966,0.885582417185751,0.319117501805542,0.638512057896997,0.319846473692628
"IFIT5",0.162830482359724,0.0591448542764275,0.228816799289913,0.358688906425287,0.161711728820643,0.0954924150481007,0.3185706796566,0.221121432618391,0
"PANK1",0.0206600668650868,0,0,0,0,0,0,0,0
"KIF20B",0.0998687091907332,0.0251785102739429,0.114557701292804,0.145093808793789,0.0644199995306209,0.0439495013063979,0.0517715100679201,0.0506975989617132,0
"LINC00865",0.00634356762243086,0.00512321852883706,0.00739501664618247,0,0,0,0,0,0
"RPP30",0.307310728502973,0.180954506906211,0.209697750866566,0.223913468831835,0.29348897185839,0.174578928443172,0.42667768200423,0.309750126850863,0
"PCGF5",0.366911811715855,0.701436555650088,0.503391975602635,0.454490404061716,0.448242432297995,1.33692961210917,0.394467725132401,0.487224323828027,0.260021668472373
"TNKS2-AS1",0.00722230247002744,0.00926884564869407,0,0.0571319254513674,0.0163162746681678,0,0.0297172404570512,0,0
"TNKS2",0.0966189352848539,0.0717000537069222,0.165888616671245,0.0760418510101396,0.150126412317537,0.0170238265476361,0.16197009516693,0.106837606837607,0
"FGFBP3",0.0471957073096274,0.0515932566501829,0.0649380065416914,0.0349411776507403,0.0723953543649695,0,0.0348924440412429,0,0
"RP11-402D21.2",0.0119727079165432,0,0,0.0144123785036492,0.0157413135496505,0,0,0,0
"BTAF1",0.0633458836587202,0.0763556158254777,0.065663136243803,0.111680437500712,0.0284820898385139,0.0540107203814283,0.0555513305831365,0,0
"CPEB3",0.0114969986151992,0.0194654718760793,0.0653210138690709,0.040175812318931,0.080936491081947,0.059691914251148,0,0.0497611464968153,0
"MARCH5",0.307559792554614,0.170338842975702,0.228992758268953,0.38828267293555,0.353031485991466,0.339210342395634,0.528828567552958,0.0979688993582704,0
"IDE",0.105411932324531,0.0481723575030171,0.0512165322186116,0.0362417520454483,0.0940169400016666,0.0540781445495027,0,0.102026196001875,0
"KIF11",0,0.0257888865982109,0.031537825063814,0.0331090745351486,0.0339523334600205,0,0,0.0371360665478313,0
"HHEX",0.0355635792435302,0.662147356421828,0.0639275199753131,1.36109332401306,0.0916138075864536,0.753152310695048,0.11364151676142,0.579645695237745,0.926563700128164
"EXOC6",0.140342525038796,0.340649738546087,0.105947104403191,0.114115329233716,0.154589672508816,0.050680453260003,0.203860142668552,0.151511388192047,0
"MYOF",0,0.0903731899199838,0.00819447790522922,0,0,0.300308885284566,0,0,0
"CEP55",0,0,0.00349782680020903,0,0,0,0.0364086506954052,0,0
"FRA10AC1",0.391327741559852,0.0938921174269262,0.451996393773242,0.199772369141553,0.190846128294094,0.0579816186013424,0.0824177940384197,0.175644495523201,0
"SLC35G1",0.0653579940168084,0.00811159609442871,0.0331519354717387,0.00592897561530909,0.0221463341173136,0.0225203922151508,0,0,0
"PLCE1",0.0180320336507435,0,0.0135620449359511,0.154877568948373,0,0,0,0,0
"NOC3L",0.101794761686272,0.0663492721352649,0.0410461665040211,0.10961433550462,0.0550650194136683,0.048666974413904,0.0770562033648254,0.0674508957478955,0
"TBC1D12",0.0132378091894146,0.0852027622387115,0.00741861776313837,0.0364669785963522,0,0,0,0.213412923819922,0
"HELLS",0.0871099519933118,0,0.0338021825896874,0.0656819513395,0,0,0.102846975237413,0,0.306100584652117
"PDLIM1",0.0294500739307566,0.0349980137682467,0.0662396555058051,2.04699962772739,0.100140707912856,0.0659857379972641,0.435206080410882,0.626830788837482,12.926963095202
"SORBS1",0,0,0.00978965937859158,0.0216453964570815,0,0,0.0266705783514915,0,0
"ALDH18A1",0.135948407318887,0.0190667857669082,0.09346620739435,0.108486359297885,0.0997226465680831,0,0.0907256262115735,0.202546395898665,0
"TCTN3",0.221154682475939,0.0962575166820152,0.190309049376025,0.180268079225769,0.246167194168175,0.0680420683301409,0.164546065082176,0.0442383918459796,0
"ENTPD1",0.0827831934807109,0.669113189141632,0.0543639611476451,0.245842599163091,0.0533484871120141,0.250120126596385,0.0900631107582787,0.256562153608041,0
"ENTPD1-AS1",0.0196149878572086,0.00365892657339331,0.053874784941675,0.059400067866966,0.130758373677726,0,0.0336547360627324,0.0621272365805169,0
"CCNJ",0.00438615728760033,0.0111057803365496,0.0166466218424501,0,0,0.0442480765380552,0,0.0756292352371733,0
"BLNK",0.0402189032285375,0.034389075625743,0.0317157064758848,1.67963557485544,0,0.0433475386427095,0,0.753520135896199,0
"TLL2",0,0,0,0.0346133365197622,0.0132238399386414,0,0,0,0
"TM9SF3",0.117113961406824,0.152887898525962,0.175928830021031,0.074525950855657,0.224279562161125,0.0718492141758997,0.12164350777817,0.269921371008237,0
"PIK3AP1",0.0702010310687969,0.375069469201891,0.055412207136495,0.296546469652342,0.125178468433656,0.813068762436655,0.38997676501424,0.20220898715376,0
"LCOR",0.10905404566172,0.0829564662951893,0.132798016956833,0.164727466433616,0.191345285183249,0.169306765696635,0.129350619732579,0.330721928130247,0.0866738894907909
"C10orf12",0,0,0.0197976130838781,0.0551671742459152,0.0322899453586262,0.0151666818333485,0.027868738242876,0,0
"RP11-175O19.4",0.0126203163236827,0,0.0108508828278269,0.0139089796372538,0.0317693292541514,0,0.0323389117956181,0,0
"ARHGAP19",0.00587406015037594,0.0127389833272186,0.0120232770643967,0.0516795865633075,0,0.0223702127517726,0.0265171101653342,0,0
"FRAT1",0.0439183481171063,0.492038105274796,0.0749555793337868,0.039239387638461,0.0525728640257579,0.191924837567334,0.11338426443186,0.204589580061781,0
"FRAT2",0.135570699177042,0.452904333308707,0.119501157003367,0.127939150824027,0.0793912131127996,0.384974315565738,0.338627723453958,0.131981745843204,0
"RRP12",0.0482290415135261,0.343611995063963,0.0756034416560419,0.0265813331038106,0.0582981170125435,0.208557840707721,0,0.082373472454027,0.306100584652117
"PGAM1",0.665342299402387,1.70221933505812,1.08239657060307,0.823955450323339,1.39708921411285,1.78950363372689,1.93432985640521,1.4030710316069,0.0866738894907909
"EXOSC1",0.381019810040713,0.615287274895997,0.577877353729366,0.567908472450792,0.822656861568372,0.728909138249316,0.674270631702486,0.324009439944391,0.0866738894907909
"ZDHHC16",0.147261152957766,0.0585968080295657,0.0972207700669125,0.10921266515849,0.168981912498548,0.119541366943944,0.104164437139738,0.184119814303724,0
"MMS19",0.080072438957853,0.0567904995195516,0.101008291446776,0.103398640322242,0.0645323012720101,0.0492511875177821,0.218363310502094,0.0394172552976791,0
"UBTD1",0.00642343268242549,0.0850591889088596,0.0209902612927038,0,0,0.0334432074765066,0,0,0
"PI4K2A",0.0563258519624808,0.0570181690380177,0.0358866895844717,0.0272543449861843,0.0516756855352881,0.0108753338727499,0.12461788052904,0.0701459034792368,0
"MORN4",0.00573033064007793,0,0.0273443963703653,0.0424873602506599,0.0166047310199622,0,0,0,0
"AVPI1",0.0203336829525271,0.0691882057390528,0.025052277778376,0.0140433659139423,0.018842611435204,0.0303301291060616,0.080284629613791,0,0
"MARVELD1",0,0.0381807730090759,0,0,0,0,0,0.13553027309695,0
"ZFYVE27",0.102196808713432,0.0698733212014762,0.0959851043340764,0.225659764316593,0.0881087884228369,0.0577963218849873,0.154553891280369,0.153294919944755,0
"GOLGA7B",0.058980535582273,0.0100434883043579,0.0333666299672973,0,0.033000033000033,0.0155487141213422,0.0372280029037842,0,0
"R3HCC1L",0.0691917167500315,0.0616212592925132,0.134173741744374,0.0633761016393559,0.0571368484109008,0.0870371014723542,0.260306066728,0.0512547154338199,0
"PYROXD2",0.0277912869232815,0.00722377372829075,0.0361765261276335,0.0188153834575149,0.0596183120943763,0.0319808821064152,0.220075048910329,0.0574765495677763,0
"HPS1",0.300092406992338,0.424365300753668,0.321127224767115,0.342771426421265,0.293039944353922,0.650693460429844,0.521163790055129,0.333441023984812,0
"GOT1",0.100061090496457,0,0.113562671136627,0.0448489853586383,0.115307316115571,0.0949438671571672,0.0893596935354657,0.0574765495677763,0
"RP11-441O15.3",0.00939859762259707,0,0.0103464402037835,0.0126720869406541,0,0,0,0,0
"SLC25A28",0.0356586853876253,0.0930230856068266,0.0159400205653769,0.0827074025342419,0.0460161837333369,0.0414903968438319,0.0291532440272291,0.0506975989617132,0
"RP11-85A1.3",0.0179108475658475,0.0175954952815379,0.0153683422322834,0.0315722983321286,0.0208599297437566,0.0713476664168506,0.0262260687123,0,0
"ENTPD7",0,0.00774879641819634,0,0.0221231106863474,0,0.0155683215792505,0,0,0
"CUTC",0.50284154007767,0.317984774669516,0.317390179644835,0.469144427051561,0.531506564232035,0.15844316560661,0.412477156803416,0.193477456628786,0.0866738894907909
"COX15",0.063662506998803,0.0747560035382827,0.0938844758261301,0.0864273920232197,0.145709230125118,0.0761508980531126,0.102367551211805,0,0
"DNMBP",0.0299616743896409,0.0422044041184575,0.0354442513920425,0.0172623322101309,0.030627338077725,0.0567644286146182,0.0371850887793995,0,0
"ERLIN1",0.0332999086348688,0.0195036956430285,0.0167002978493497,0.0278399913042392,0.0185000185000185,0.117922159981448,0.0363676037385897,0,0
"CHUK",0.0837255148740592,0.0280885291316666,0.118004050433281,0.0411253345338325,0.124766131768545,0.0569865585035277,0.147494454012814,0,0
"CWF19L1",0.0788758854436036,0.122916009669889,0.0845050965684724,0.0349015691504284,0.0404863008673463,0.0727524413916744,0.0654580745431838,0.0789141414141414,0
"BLOC1S2",0.55058424719864,0.756178138038408,0.683907407396412,1.75127655115511,0.625136414389323,1.02608334193766,0.494339151016932,0.864422499622205,0.260021668472373
"PKD2L1",0,0.0115708848799449,0,0,0,0,0.03680326813021,0,0
"SCD",0,0,0,0.0194707082664839,0.0343944005915837,0.0119582322862705,0,0.0506975989617132,0
"SEC31B",0.0519241054697162,0.0839579281134748,0.0604885129798015,0.011044744468792,0.0574856537732435,0.0460664260047682,0.0914389835158711,0.100732232849906,0
"NDUFB8.1",2.07517657041989,3.07906912987606,2.40152301652331,1.71651423998658,2.84607280787001,2.09355612252975,3.79011032915712,3.28571660769454,0.392774474142908
"HIF1AN",0.173035106886743,0.102762029977417,0.115015714864731,0.173298482032464,0.0683273335020435,0.121137027110471,0.0606967976103973,0.139645497415471,0
"RP11-179B2.2",0.0171716890285252,0.0179194664249686,0.0320656347873323,0,0.0178857600732601,0,0,0,0
"FAM178A",0.0797099404631746,0.0568958400305861,0.0423158934687523,0.112606178565148,0.102349845663311,0.0505516191633819,0.125993618004248,0,0
"MRPL43",0.700371364362058,1.00767724776927,0.850479106856246,1.64874818901687,1.07576201837259,0.670354891587725,0.991944350162438,0.784395966567252,0.392774474142908
"SEMA4G",0.00624375624375624,0,0.00631276466265848,0.011328825971107,0,0,0,0,0
"C10orf2",0.0583041260325579,0.0101414735561077,0.0605139610868289,0.119521446441945,0.0334950899467428,0.0131448882158706,0.0532700709307479,0.100904100742654,0
"LZTS2",0.275365405087987,0,0.0321869421561818,0,0,0,0,0,0
"PDZD7",0.00516849286747984,0.03191328099085,0,0,0.0185562495592891,0.0882264535372144,0,0,0
"SFXN3",0.0645078932645308,0.166926757107966,0.142206095204048,0.0742351869599299,0.11410133000123,0.147399378569418,0.102674463132478,0.225729419589292,0.77000077000077
"KAZALD1",0,0.006462549204234,0.00724896122385662,0,0,0.0603104405840599,0,0,0
"BTRC",0.0231305043703391,0,0.0313098426824976,0.032864315716775,0.0189009476935174,0.0613076761080844,0.0786212667063475,0.0497611464968153,0.0866738894907909
"DPCD",0.00814929508597506,0.086209472874365,0.0181223323518653,0.0359329634633628,0.0469369672842361,0,0,0,0.173347778981582
"POLL",0.0879003363913216,0.115880768643082,0.143465536792884,0.0404545509316149,0.103297167232119,0.107768946163368,0.180121173886748,0.0574765495677763,0.0866738894907909
"FBXW4",0.127329811726265,0.0390073525766244,0.0308232645683608,0.0570802631481563,0.0909204349523337,0.0111928186875301,0.30373262903001,0.0621272365805169,0
"NPM3",0.438192676572315,0.217016077191043,0.310353254746479,0.0804897793796132,0.329192380981972,0.0972456417540237,0.10545914250775,0.297956736341086,0.612201169304234
"MGEA5",0.520756917659415,0.266169630642211,0.419038597594336,0.853392458239294,0.425596805143634,0.284042976746767,0.658731298581758,0.22981871874968,0
"C10orf76",0.0939011942366382,0.162003548404862,0.0276142011624586,0.201561114928895,0.103238265323164,0.171700686866994,0.086057316463423,0.0701459034792368,0
"HPS6",0.0467036273172431,0.0846590507526262,0.0457396317703092,0.118182017719962,0.184500946231425,0.0877274720588729,0.10863852930657,0.0504764981424649,0
"LDB1",0.0366760553230874,0.0944795240411974,0.0146484673264742,0.108289405653387,0.0105531652636233,0.146896610750137,0.0807593169393444,0.0394172552976791,0
"PPRC1",0.0650573571501205,0.0822787933647421,0.0401094317491823,0.103859785072245,0.0809233166607049,0.0368471277939882,0.184377743672505,0.0621272365805169,0
"NOLC1",0.211393625976021,0.0970613498212778,0.201454554568204,0.276825666055782,0.1948257522923,0.109316974899089,0.173531077700067,0.169409206607585,0.306100584652117
"ELOVL3",0,0.0562167233694798,0,0,0,0.022053731711943,0,0,0
"GBF1",0.118595975621418,0.0769492626721891,0.118953916601178,0.112287087457754,0.0788517281460992,0.118245826783021,0.125851101587204,0,0
"NFKB2",0.168828460189127,0.274785088534566,0.208840787972845,0.384917686701878,0.179023966199829,0.181793888648603,0.345124260647704,0.274342628757305,1.13182439116303
"PSD",0.00641477965231894,0,0.0220742302930587,0,0.0166575882810535,0,0,0,0
"FBXL15",0.441794117528227,0.636338420334999,0.603776431012089,0.302828900400085,0.679234373576112,0.591128113066323,0.83288836477843,0.521881179032454,0
"CUEDC2",0.53545274240704,0.747073114720849,0.533203673774309,0.36624741291098,0.427898242982025,0.508734642666454,0.600682548158038,0.639354946849401,0
"C10orf95",0,0,0.00926505849957937,0,0.037477105478283,0.0329042617599831,0,0,0
"TMEM180",0.0248916260078517,0.0317673679623073,0.0296248356349689,0,0.0159956491834221,0,0,0.158308004052685,0
"ACTR1A",0.259651961046483,0.506377516751589,0.378399964666439,0.191508241187796,0.42309121814207,0.609599397461588,0.608444482621115,1.37288777228234,0
"SUFU",0.0399521272063439,0.0110073057772123,0.0396611894880712,0.0301486502853909,0.0164777492712715,0.0292949873273331,0.0506149894332824,0,0
"RP11-47A8.5",0.00496548984557327,0.0321100730256167,0.0177063946585912,0,0.0271998215231453,0.0295555665581481,0,0,0
"TRIM8",0.353383908732992,0.434468138448958,0.172344403907615,0.171089708704917,0.222103945402386,0.460935412116051,0.310021011919346,0.21653404174832,0
"ARL3",0.18264469452424,0.246865507517918,0.241845410112004,0.0840831026508891,0.301815389277122,0.246954756692879,0.120964168446549,0.102026196001875,0
"SFXN2",0.0501993872969585,0,0.00957287513031681,0.0144410171097171,0.0168646577486357,0.0108753338727499,0,0,0
"WBP1L",0.0914387366049493,0.243977661304757,0.103079605048262,0.149641661490231,0.145116372748806,0.25103956703571,0.240948210029737,0.126406542629947,0
"C10orf32",0.494336192815697,0.46258980758186,0.622275531499013,0.473405917728087,1.17623901549188,0.532253048995085,1.08811079293022,0.195346351340395,0
"CNNM2",0.0255352128426809,0.0651473291738851,0.0267433078515509,0.0381113753979554,0.0339185616841455,0.00861286382890029,0.0299517776380028,0,0
"NT5C2",0.0917578024887552,0.192826823938655,0.103965223516433,0.138458752883581,0.169953328910355,0.224357033405517,0.315859156554732,0.204164964660615,0
"RPEL1",0.0196710708917901,0,0.00881605650739579,0.0292133491199548,0.0160517250788942,0,0,0,0
"PCGF6",0.124299098127943,0.052486914757878,0.0755729801421514,0.209178502963438,0.12111155778347,0.0594506894683768,0.195869280779913,0.0452374059061957,0
"TAF5",0.0387775885384982,0,0.0641367056249918,0.0192515016171261,0.0500934491452133,0.0165713812246251,0,0,0
"USMG5",0.799658483657177,0.774843059584925,1.07180505918946,0.7821581601229,1.24567736490512,0.975607455213078,0.848219052719012,0.760238710170014,0
"PDCD11",0.116550155698358,0.0437039068496118,0.0848024537500383,0.0233832303543295,0.0744360563186079,0.0155683215792505,0.0710647136640349,0.215950591277507,0
"CALHM2",0.123913734050133,0.594307842610313,0.240075404487307,0.102991201349308,0.428857819685846,0.707847110119398,0.519051514934697,0.345103926451823,0
"RP11-225H22.7",0,0.00899611457811371,0.0188422712243956,0,0,0,0,0,0
"NEURL1",0.0483337455536535,0.0550736676723023,0.0530176477169859,0.00362873142452384,0,0.550512501916815,0,0,0.0866738894907909
"SH3PXD2A",0.0186552644254457,0,0.0142549034606749,0.0254551378650267,0.0287174337592136,0,0.0675743727635362,0,0
"RP11-416N2.4",0.00455394143631313,0,0.00761299202767475,0,0,0.0294084778760021,0,0,0
"OBFC1",0.419296353779495,0.181267934326855,0.474346623514272,0.164138902178523,0.513279374136798,0.129185616418105,0.861046443040962,0.230466263904642,0
"SLK",0.0307718150295436,0.15690456511014,0.0602031055063825,0.0441511320283125,0.124603046490791,0.0491688874602478,0.0658737090228004,0.171050004221891,0
"COL17A1",0.00590074939517319,0,0.00890613115881235,0.0130416184126785,0,0,0,0,0
"SFR1",0.156710475990476,0.293505240233225,0.126866311783628,0.146846743709399,0.233877163317481,0.110491550474208,0.190996770828874,0.20274614197162,0
"GSTO1",1.01425611871252,3.58332555987492,1.50960668657907,0.65569963553854,1.00849055707421,3.40886111859326,1.57524966341654,2.56832027185301,30.5062379994173
"GSTO2",0.00693481276005548,0,0.0182972014722624,0,0,0,0.0331702462890787,0.0674508957478955,0
"ITPRIP",0.080239664943994,0.0945345188288823,0.0391764725576523,0.0527934935124753,0.0633134442494395,0.12474990624024,0.200311507473008,0.0789141414141414,0
"XPNPEP1",0.133878818441279,0.186133819540232,0.155576395447473,0.197287187100204,0.232479039090543,0.131376158161393,0.295235115643471,0.36664657587402,7.23649730422339
"ADD3",1.23341017988127,0.313675843406065,1.34940927539202,0.936092207321714,1.03401156767524,0.353880741760622,1.6248982382877,0.245357405242407,0.579868142165
"MXI1",0.145678455723148,0.117377771259813,0.10640436931459,0.0614064026999894,0.131630109130908,0.0146937384103138,0,0.0371360665478313,0
"SMNDC1",0.107176215174991,0.168963842742766,0.203943257245475,0.227514218375334,0.201105640443495,0.199251185981841,0.213558533016631,0.505596635340166,0
"RP11-525A16.4",0,0,0,0,0,0.0462948679662778,0,0,0
"DUSP5",0.134437418543424,0.125335108774449,0.115218424436044,0.153721884992097,0.105410806679968,0.498002039375899,0.0835584532622918,0.115383309385433,0
"SMC3",0.316653030834678,0.153093484461937,0.413071762384693,0.513527070609773,0.595828194097856,0.319319755515044,0.402921518162697,0.348880536253559,0
"PDCD4-AS1",0.24397542817228,0.0223957037957698,0.115354721163789,0.114107072718573,0.0536659522445187,0.104827694171559,0.198096774323396,0.102057478772044,0
"PDCD4",1.12536290740547,0.524649818084271,0.995553843157161,1.11184276840565,1.10742930836175,0.844457745746385,0.860465655688703,0.5778595577612,0
"BBIP1",0.18714735561084,0.0857436831990298,0.226345979316006,0.171751113707684,0.197230060242157,0.0932538936239632,0.0677932456658848,0.146335331958871,0
"SHOC2",0.139216234098727,0.204881363115562,0.376630492770814,0.671523941305613,0.274258223632126,0.265879635787542,0.228585829065258,0.229607702389965,0
"GPAM",0.0196501416477914,0.0315665720613232,0.00910775014891171,0,0,0,0.0470577162890285,0,0
"ACSL5",0.142058243797538,0.156116730063336,0.111834466265364,0.187630262159413,0.22482421669147,0.129617307748249,0.35696670101916,0.209738275154715,0
"ZDHHC6",0.263005280906953,0.224496732095246,0.335995044175981,0.321256992661998,0.44207159549078,0.190579309621939,0.392065328849203,0.153885343695526,0
"VTI1A",0.156768724213253,0.237465339633699,0.615255424304757,0.273624977704747,0.230501978485659,0.147172324640301,0.18429526160118,0.0990358232549357,0
"TCF7L2",0.00930401294490376,0.233285098447082,0.00892512887886101,0.0748219679850357,0.0182238988209137,0.891022359420174,0.10378854253644,0.0907899332526356,0
"RP11-57H14.2",0.00968646014163945,0,0,0.0154134503933513,0,0.0163692376191271,0.0280017921146953,0,0
"CASP7",0.0667978428437073,0.0310990550390057,0.0991024775216672,0.106419067179516,0.123687626193212,0.24055672517233,0.130839981196895,0.0701459034792368,0
"DCLRE1A",0.00697544642857143,0,0.0134378510518909,0,0,0,0.0287376966736116,0,0.0866738894907909
"NHLRC2",0.0468084536812797,0.0314364417405613,0.0381919767823707,0.0138691638558495,0.196787948571872,0.0489619822116662,0,0.0846546612038748,0
"C10orf118",0.191103004626519,0.13283447269879,0.20493950846889,0.139071850044555,0.223775196679609,0.111298337249523,0.512180771531553,0.282385094199641,0
"AFAP1L2",0.0116760167222741,0.00460261695594882,0.04675160317378,0.0389806193012896,0,0,0.0342260631470865,0,0.260021668472373
"ABLIM1",0.438598017141738,0.132341324462761,0.350217118361078,0.400299039524749,0.237522708616149,0.113416913198979,0.370791273907434,0.0956110698009361,0
"FAM160B1",0.0174595085214468,0.0301316920871193,0.0169989998112302,0.0262505175457488,0.0178075044385205,0.0695972453399306,0.0422502482202083,0,0
"TRUB1",0.0802495072373455,0.0323635930794808,0.111947811543077,0.0789997153858458,0.0424426281481493,0.0259427292132283,0.106268745151271,0,0
"KIAA1598",0,0.0976288120698251,0.00619866728653339,0.0190122743243038,0,0.0286981055896809,0.0535403560433677,0.139648732288401,0
"PDZD8",0.0755229388358514,0.019926309826593,0.0432902688849468,0.0495476245115253,0.0356275320671042,0.0559855230734609,0.0893479223724236,0,0
"RAB11FIP2",0.0658013388747492,0.0648519808160969,0.0558303317691963,0.0377160546040098,0.0557431772731076,0.0717432750235944,0.0935559126433084,0,0
"FAM204A",0.631041359597812,0.634907675195047,0.589667877653426,0.54195488771167,0.568085819722378,0.722180587314757,1.10399251035335,0.489373331290612,0.943348548982352
"CACUL1",0.216002711251381,0.285940474457922,0.0684428935195836,0.216036206877894,0.071948356883792,0.221110595322196,0.175862646739021,0.569424996045136,0
"EIF3A",0.333532250844101,0.608274075039385,0.46232694728001,0.155747125941612,0.565843722944409,0.627281977556875,0.759239766900542,0.666204802011583,0.306100584652117
"FAM45A",0.186530532157017,0.943075950394212,0.367192529879485,0.232639302656821,0.176151079911655,1.11913120580828,0.27817309824168,0.160645411946199,0.173347778981582
"SFXN4",0.151781655915335,0.0967542806001219,0.0879563682615535,0.0890681587189877,0.0536607514052743,0.163454160528558,0.119005619445788,0.0554372893383005,0
"PRDX3",0.364103923778082,0.927628171082929,1.26689716163301,0.559200653847463,0.406185940626235,0.855918921032075,0.795135260328655,1.42223725566501,0
"GRK5",0.110622706684001,0.0754394388373327,0.0627327333548785,0.147763164277255,0.0374544354406028,0.0869828544737138,0.145336147406753,0,0.0866738894907909
"RGS10",3.99207131189893,2.92051569039375,2.93757386177506,0.495606273891863,1.78402900169953,2.8404538788932,1.09520660587795,4.76167705148388,47.8929928305204
"TIAL1",0.520511194291168,0.325691106759425,0.551187821272042,0.412251438118673,0.648103443446762,0.367798424686363,0.489874323023917,0.589819616637114,0
"BAG3",0.0750378696099619,0.0174871302556397,0.103998646006867,0.0192515016171261,0.0145936400916481,0.0128306786659174,0.0384711562506011,0,0
"INPP5F",0.0273401958752085,0.0295340547444831,0.00899806541593557,0.0678285079163791,0.0127408823060997,0.0372204135452915,0.143961404291295,0,0
"MCMBP",0.252884257930116,0.224994218282197,0.286562307586512,0.202019743162341,0.391253352981616,0.424621628874087,0.371995634715755,0.581104551760703,0
"SEC23IP",0.0449367471792842,0.0752016288944063,0.142625121139587,0.160315485517319,0.0697389719422727,0.142070857373813,0.171836455674947,0.132273140059754,0
"WDR11-AS1",0,0,0.00718423835578647,0,0,0.0176720283600711,0,0,0.785731122809775
"WDR11",0.051111485180654,0.087035111859238,0.117029529366505,0.219367830741634,0.0571882469642287,0.375452449866408,0.127694363397246,0.107466821656089,0.0866738894907909
"ATE1",0.10269281765685,0.0420662506589565,0.0840477546698719,0.123767883495478,0.0334944441361488,0,0.0925598068546677,0.0452374059061957,0
"NSMCE4A",0.3102446079636,0.255150570737288,0.395808104052105,0.320091968789777,0.357950975252921,0.232269678582746,0.345836843103725,0.171399001140883,0
"PLEKHA1",0.301415197137824,0.0800126081108417,0.254751946728763,0.852912867348937,0.273915929502115,0.137725970683404,0.787535074346631,0.0958446933555884,0
"HTRA1",0,0.0384143096642923,0.0103875382780786,0,0,0,0,0,0
"CUZD1",0.0177486083258336,0,0.0178859008305497,0.0188153834575149,0,0,0,0,0
"FAM24B",0.0590968127839997,0.0508284033356526,0.0938009780930372,0.0785278251360618,0.167786558327195,0.0469929236350594,0.0673359309067313,0.0474924012158055,0
"C10orf88",0.0686423548054298,0.0474467136039235,0.0711173228699473,0.0495014597560092,0.0630368684934815,0.00861286382890029,0.0783889682069372,0,0
"PSTK",0.0856768693546988,0.0588075971522541,0.0576327719884276,0.133922737574136,0.137139545487593,0.0338589675879174,0.105042367453301,0,0
"IKZF5",0.0838777916523987,0.0408861097872506,0.143577257419575,0.13487383872476,0.158669789113347,0.0933793312322082,0.0971839525590816,0.249059084315276,0
"ACADSB",0.142471995852062,0.0330191987376257,0.0966269579515655,0.169756874499902,0.188488562401677,0,0.137957488886758,0,0
"BUB3",1.08681100198035,0.559060253419836,1.47225711034906,1.0133854624535,1.69828956941689,0.390781500192833,2.55016769694435,0.621803937053008,0
"CHST15",0.0190036349723253,0.305926657994175,0.0240935279953725,0.0794132213362249,0.0164777492712715,0.31042351013155,0,0.0497611464968153,0
"OAT",0.277198254145116,0.106082078886076,0.381129975338108,0.214191530625348,0.298884357439254,0.0974272235069334,0.181918064541349,0.0606913963876481,0
"LHPP",0.154958893553461,0.133665968877954,0.227365028683245,0.297513210195028,0.0986051333739339,0.0954052427737858,0.0291532440272291,0.478209050384523,0
"FAM53B",0.0781840461407929,0.0620318670232505,0.0833997201210773,0.213342094964425,0.141077229533016,0.198744071275229,0.0961486623781365,0.139436369111166,0
"METTL10",0.270382078379312,0.129759286844076,0.279260807758118,0.25521986832282,0.220929959351615,0.0767115185327248,0.14972639069484,0.121518581434193,0.306100584652117
"FAM175B",0.12870622951373,0.0743347027220908,0.104212561179114,0.212200293749519,0.184704009170333,0.0991204739977972,0.0295809853426218,0.150598027047036,0
"ZRANB1",0.0556168927118243,0.0655693005999104,0.0430534699931163,0.0758617535344361,0.0625939237965455,0,0.0330005775101064,0,0
