"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"COPE.2",0.000422593257336824,-0.469841755362648,0.331,0.454,1,"3","COPE"
"GPR56.3",0.000432293509737963,-4.72419880668851,0.003,0.041,1,"3","GPR56"
"LMNA.1",0.000437171935330658,-1.94661912556926,0.02,0.07,1,"3","LMNA"
"GNG5.2",0.000443574880413157,-0.543393102699146,0.203,0.307,1,"3","GNG5"
"ZCWPW1",0.000444891409046979,2.3371847738176,0.032,0.01,1,"3","ZCWPW1"
"PSMB5",0.000448267927286919,-1.02966926145162,0.049,0.113,1,"3","PSMB5"
"TMEM141",0.00045033720725831,-0.919606216574046,0.052,0.118,1,"3","TMEM141"
"TMEM71",0.000451159667853422,-1.68117115986602,0.015,0.061,1,"3","TMEM71"
"FCRL6.3",0.00045639657502209,-3.5838808045966,0.003,0.041,1,"3","FCRL6"
"CUTA.3",0.000462866363457221,-0.357327529913983,0.32,0.453,1,"3","CUTA"
"RPL3.3",0.000463690998976222,0.122629771396864,1,0.995,1,"3","RPL3"
"ERN1.1",0.00046469260706431,-2.60537903746649,0.012,0.055,1,"3","ERN1"
"TMEM189.2",0.000469656580094733,-2.08316136929247,0.009,0.051,1,"3","TMEM189"
"CACNA2D4.2",0.000477130122918765,-5.68691452735907,0,0.034,1,"3","CACNA2D4"
"PID1.3",0.000477130134619735,-5.64545759174322,0,0.034,1,"3","PID1"
"ALKBH7.1",0.000479885686882042,-0.700433493793477,0.154,0.249,1,"3","ALKBH7"
"RBBP7.1",0.000481551795368004,1.27443006416713,0.192,0.133,1,"3","RBBP7"
"ORAI1.2",0.000483346090604821,-1.45089293567064,0.041,0.1,1,"3","ORAI1"
"SDCBP.2",0.000492412233783101,-0.556808885590835,0.163,0.256,1,"3","SDCBP"
"EBI3",0.000503547627355844,2.99076371016776,0.015,0.002,1,"3","EBI3"
"ATF3.3",0.000506022270406445,-1.35646529674457,0.017,0.066,1,"3","ATF3"
"RP11-219B17.1",0.000513321642979537,4.32747748471067,0.012,0.001,1,"3","RP11-219B17.1"
"TUBA4A.2",0.000513906288652686,-0.779150801804039,0.169,0.264,1,"3","TUBA4A"
"CDKN1C.2",0.000516990685429798,-2.8200126550556,0.006,0.045,1,"3","CDKN1C"
"NDUFV3.2",0.00051746830432783,-1.25620957402662,0.029,0.083,1,"3","NDUFV3"
"CBLN3",0.000518232439575124,3.36812044325069,0.012,0.001,1,"3","CBLN3"
"SVIL",0.000519622111167812,-5.58126065016517,0,0.034,1,"3","SVIL"
"SEMA7A",0.000521530592868132,3.27339827862148,0.012,0.001,1,"3","SEMA7A"
"MMP11",0.00052318699578581,3.25857115910316,0.012,0.001,1,"3","MMP11"
"PIK3C2B",0.000524726514302437,3.00159794063886,0.02,0.004,1,"3","PIK3C2B"
"MCM5",0.000528708377631134,1.21503950018774,0.081,0.041,1,"3","MCM5"
"RNF167.2",0.000531628296219891,-0.574490752944994,0.099,0.182,1,"3","RNF167"
"SIAH2",0.000532809268757126,0.760988766230199,0.169,0.112,1,"3","SIAH2"
"CCR6.2",0.000533317170725795,1.52610161531119,0.055,0.023,1,"3","CCR6"
"PSMA5.2",0.00053999246983829,-0.528071625635399,0.183,0.282,1,"3","PSMA5"
"MGST2.2",0.000540220243589281,-3.40247834179961,0.003,0.04,1,"3","MGST2"
"C15orf61",0.000541982481836795,-1.30532599682468,0.026,0.079,1,"3","C15orf61"
"ZNF385A.3",0.000542833376209222,-1.29352765305489,0.012,0.056,1,"3","ZNF385A"
"UBE2W",0.000546212113999337,2.20679230042431,0.029,0.008,1,"3","UBE2W"
"BMS1.1",0.000552544758160539,1.57420412344035,0.07,0.033,1,"3","BMS1"
"FIBP.2",0.000553981896046641,-0.674609025136919,0.102,0.183,1,"3","FIBP"
"STAT3.1",0.00055643132257063,-0.408186265609617,0.105,0.188,1,"3","STAT3"
"RHOF.2",0.000567111418083331,-0.7343359907538,0.105,0.183,1,"3","RHOF"
"MRPL55",0.000571691027444688,-0.430384649469527,0.102,0.186,1,"3","MRPL55"
"MIDN.3",0.000572285117817504,-0.879496889047602,0.052,0.116,1,"3","MIDN"
"SDF4",0.000575821211709383,-0.894600132301489,0.067,0.135,1,"3","SDF4"
"TAF12",0.000577767157012281,-1.06964423624681,0.078,0.15,1,"3","TAF12"
"ATP5G2.3",0.000578264129683982,-0.323013713018022,0.73,0.837,1,"3","ATP5G2"
"EIF4H.1",0.00058342229446363,-0.438076710406877,0.148,0.243,1,"3","EIF4H"
"NME1-NME2.1",0.000584676647194571,-1.23039122689196,0.02,0.069,1,"3","NME1-NME2"
"LARP4",0.000586042056550395,2.23075280405133,0.026,0.007,1,"3","LARP4"
"IMPDH1.3",0.000594773878735984,-1.5909511094732,0.038,0.093,1,"3","IMPDH1"
"UBE2J1.2",0.000594944744458939,1.04221216855935,0.163,0.107,1,"3","UBE2J1"
"XAB2.1",0.000602064331951578,-1.79791011950037,0.015,0.06,1,"3","XAB2"
"UBXN11.2",0.00060460095259093,-1.20683972480764,0.032,0.087,1,"3","UBXN11"
"MTHFD2.2",0.000606008060305446,-1.11271824683998,0.029,0.082,1,"3","MTHFD2"
"IK.2",0.000610285350114645,-0.383352021995007,0.151,0.246,1,"3","IK"
"RP3-395M20.12",0.000615344650469254,-1.31831943072803,0.02,0.069,1,"3","RP3-395M20.12"
"NFE2.3",0.000616303893399419,-5.86744126054084,0,0.033,1,"3","NFE2"
"TBRG1.1",0.000617413186893968,-0.85053953345759,0.041,0.1,1,"3","TBRG1"
"RBX1.2",0.000617504805277689,-0.418539726684118,0.203,0.306,1,"3","RBX1"
"KBTBD8",0.000620881574706837,1.86586158228067,0.023,0.006,1,"3","KBTBD8"
"MS4A4A.2",0.000637722302658773,-3.40753859369551,0.003,0.039,1,"3","MS4A4A"
"RP11-452F19.3",0.000668355725220012,2.12927539337469,0.041,0.015,1,"3","RP11-452F19.3"
"TRAF1.2",0.00067120127787235,-5.55357916304043,0,0.033,1,"3","TRAF1"
"MGST1.3",0.000671201294336316,-5.74681893258611,0,0.033,1,"3","MGST1"
"MVB12A.2",0.000676191783892468,-1.83122234033999,0.015,0.059,1,"3","MVB12A"
"GRINA.3",0.000677249048475841,-1.13957045203404,0.049,0.11,1,"3","GRINA"
"MYL6B",0.00067910443443684,1.24165965748466,0.049,0.02,1,"3","MYL6B"
"CMPK2.1",0.000682935713840726,-1.27267169141244,0.02,0.068,1,"3","CMPK2"
"FAM200B.1",0.000686506809371367,-0.883142772108234,0.047,0.107,1,"3","FAM200B"
"BBX.1",0.000698883486441102,1.37529695557398,0.195,0.137,1,"3","BBX"
"TCEA1.2",0.000701368626238928,0.670282843761304,0.273,0.212,1,"3","TCEA1"
"SLC2A1",0.000701749207467018,1.67522268513848,0.038,0.013,1,"3","SLC2A1"
"PRDX5.3",0.000705365749768674,-0.42655601792288,0.253,0.37,1,"3","PRDX5"
"EIF4G2.1",0.000706266302913257,0.578048445561827,0.358,0.304,1,"3","EIF4G2"
"PSMB7.2",0.000707744381552437,-0.44443488308214,0.227,0.329,1,"3","PSMB7"
"IRF3.2",0.000708085411479182,-0.736386178758348,0.055,0.119,1,"3","IRF3"
"ICOS.3",0.000710266562759287,-3.11662297601762,0.003,0.038,1,"3","ICOS"
"CRYL1.1",0.000713317978569899,-1.84950956600939,0.02,0.067,1,"3","CRYL1"
"HSD17B4",0.00071620267125124,1.71138619155387,0.064,0.03,1,"3","HSD17B4"
"HNRNPDL.1",0.000716539148974434,0.550373377135284,0.602,0.606,1,"3","HNRNPDL"
"ADTRP.2",0.000720895124846556,-2.59853444635756,0.006,0.044,1,"3","ADTRP"
"SLAMF7.3",0.000730995055201617,-5.77622747305226,0,0.032,1,"3","SLAMF7"
"CNPY3.3",0.000740971436265534,-0.401759853338966,0.192,0.292,1,"3","CNPY3"
"PRR5.1",0.000754692684562342,-2.29024571747162,0.02,0.067,1,"3","PRR5"
"ITGAE",0.00075763662951937,0.925572216924345,0.157,0.102,1,"3","ITGAE"
"MRPS18A",0.000762280549695329,1.57043350522201,0.102,0.056,1,"3","MRPS18A"
"CLTA.3",0.000776944846439268,-0.438179924831373,0.203,0.306,1,"3","CLTA"
"PSMD9",0.000777137273932022,-0.560931462927944,0.113,0.196,1,"3","PSMD9"
"PSMC2",0.000784323167228831,-0.742371893877399,0.081,0.151,1,"3","PSMC2"
"C11orf21.3",0.000786657103898694,-1.19834882582508,0.026,0.076,1,"3","C11orf21"
"RAB31.3",0.000788608112935982,-1.93503816347147,0.015,0.058,1,"3","RAB31"
"CENPH",0.000789291684263149,1.76331719600347,0.049,0.02,1,"3","CENPH"
"C8orf82",0.00079361934298452,1.57281465865731,0.047,0.018,1,"3","C8orf82"
"GSTM3.3",0.000796123877825745,-5.56017035765269,0,0.032,1,"3","GSTM3"
"CLEC4E.3",0.000796123877825745,-5.85397796964923,0,0.032,1,"3","CLEC4E"
"PTMS.2",0.000796123897358426,-5.6221480722052,0,0.032,1,"3","PTMS"
"RP11-47L3.1.1",0.000796123897358426,-5.78799741047642,0,0.032,1,"3","RP11-47L3.1"
"UBE2L6.2",0.000801026749404358,0.263751235148769,0.244,0.361,1,"3","UBE2L6"
"DARS.2",0.000815236063751188,0.946092285238633,0.174,0.118,1,"3","DARS"
"PTPLAD2.2",0.000815490176897243,-1.06689749928673,0.044,0.1,1,"3","PTPLAD2"
"SOWAHD.2",0.000821018603620206,2.32352457242923,0.029,0.009,1,"3","SOWAHD"
"PRSS23.3",0.000826878658803398,-2.92498491605919,0.006,0.043,1,"3","PRSS23"
"IFNAR2.1",0.000828060749267625,-1.61837624006221,0.035,0.087,1,"3","IFNAR2"
"HAPLN3.2",0.000828845948064002,-3.35287151057993,0.003,0.037,1,"3","HAPLN3"
"PTRH1",0.000828932356299374,-2.85233159354426,0.006,0.043,1,"3","PTRH1"
"TSEN54.1",0.000830601839852988,-1.25816431841383,0.023,0.072,1,"3","TSEN54"
"NPM3.1",0.000839232792476787,-1.87128450100418,0.023,0.07,1,"3","NPM3"
"CSF2RA.3",0.000841391838483317,-2.55809877096703,0.003,0.037,1,"3","CSF2RA"
"PAG1.2",0.000842686437546009,-1.18638869721904,0.038,0.092,1,"3","PAG1"
"SEMA4D",0.000846861851997206,-1.14184596476959,0.038,0.092,1,"3","SEMA4D"
"ZNF791",0.000854202191793386,1.07200833288919,0.093,0.05,1,"3","ZNF791"
"XCL1.3",0.000861537448493606,-4.06749084110193,0.003,0.037,1,"3","XCL1"
"UFD1L",0.000864203708227569,-0.678331043917245,0.087,0.158,1,"3","UFD1L"
"DYNLRB1.1",0.000866249027889433,-0.367854173020753,0.195,0.296,1,"3","DYNLRB1"
"PRDX6.2",0.000866452496001792,-0.431269867894022,0.198,0.3,1,"3","PRDX6"
"PTP4A2.1",0.000868685696456185,-0.476313243325812,0.154,0.249,1,"3","PTP4A2"
"USP10.2",0.000873725557033405,-1.25146623047885,0.035,0.088,1,"3","USP10"
"TBXA2R",0.000883745656387146,4.73543234372943,0.017,0.003,1,"3","TBXA2R"
"CCDC24",0.000885659639403299,2.60404400985492,0.017,0.003,1,"3","CCDC24"
"NEMF.1",0.000893709644779492,0.76208095523488,0.166,0.111,1,"3","NEMF"
"AMPD2.2",0.000900390654532655,-0.956845046853961,0.017,0.063,1,"3","AMPD2"
"RGS3.1",0.00090932149161952,-3.13033520916873,0.003,0.037,1,"3","RGS3"
"HSPD1.2",0.000911841148761104,-0.644232928873339,0.108,0.185,1,"3","HSPD1"
"PHF19.1",0.000914897773381033,-2.12640394326035,0.009,0.048,1,"3","PHF19"
"GNG2.2",0.000918795004696666,-0.715278889228121,0.067,0.133,1,"3","GNG2"
"PSMA1",0.000926030723705631,-0.454893253439549,0.166,0.263,1,"3","PSMA1"
"BHLHE40.2",0.000943893521472702,-1.45484011247417,0.017,0.062,1,"3","BHLHE40"
"H1F0.2",0.000944343253383309,-5.78046075003278,0,0.031,1,"3","H1F0"
"PXN",0.000954725901560463,-1.44007664383236,0.029,0.078,1,"3","PXN"
"HSPB1.2",0.000957330854581061,-0.531003639678017,0.067,0.134,1,"3","HSPB1"
"LSM6",0.000958051674729688,-0.828435292127167,0.099,0.175,1,"3","LSM6"
"GUSB.2",0.00097401860196888,-1.36187154950775,0.041,0.096,1,"3","GUSB"
"IER3.2",0.000978408589748328,-3.48135611316249,0.003,0.037,1,"3","IER3"
"GTF2F1",0.00097997270905982,-0.810017643854749,0.038,0.093,1,"3","GTF2F1"
"TOX4",0.000992933923543942,-0.883840430906788,0.032,0.085,1,"3","TOX4"
"PDIA3.3",0.000993878893821633,-0.603842735259287,0.25,0.351,1,"3","PDIA3"
"UQCRH",0.00100945481507116,0.718228626327883,0.491,0.45,1,"3","UQCRH"
"NPDC1.2",0.00101434168954086,-4.69760772591965,0.003,0.036,1,"3","NPDC1"
"RPS15A.3",0.00102320199021447,0.10628829971797,0.994,0.986,1,"3","RPS15A"
"RP11-542M13.3",0.00102454624365089,2.77242787763519,0.02,0.005,1,"3","RP11-542M13.3"
"LSMD1.2",0.00103276475952145,-0.468700876947772,0.108,0.187,1,"3","LSMD1"
"RSAD2.1",0.00103809327176902,-1.33963169555514,0.017,0.061,1,"3","RSAD2"
"ACAA2.1",0.00105539618663924,-1.1613685666153,0.041,0.094,1,"3","ACAA2"
"PTTG1IP",0.00105626677128638,-1.12615898718817,0.032,0.083,1,"3","PTTG1IP"
"DNAJC5.1",0.00105972895981834,-1.40157300346116,0.017,0.061,1,"3","DNAJC5"
"MRPL33.1",0.00106106143377606,-0.766762463793906,0.061,0.123,1,"3","MRPL33"
"APOBEC3B.3",0.0010628985935761,-2.9170788241309,0.006,0.041,1,"3","APOBEC3B"
"C1orf123",0.00106578156303124,-0.993370824362915,0.049,0.107,1,"3","C1orf123"
"NDUFA2.2",0.00106707803906494,-0.769070181915258,0.18,0.269,1,"3","NDUFA2"
"CHIC1",0.00108444248874855,2.08688611302873,0.023,0.006,1,"3","CHIC1"
"UBE2D3.1",0.00108589799453081,-0.164421262084477,0.442,0.592,1,"3","UBE2D3"
"USP28.1",0.00108735537126924,1.50335362725484,0.049,0.02,1,"3","USP28"
"RNF213.1",0.00109269970054459,-0.750117081212761,0.154,0.238,1,"3","RNF213"
"CCDC104.2",0.00109293815390665,-1.17916223859593,0.032,0.083,1,"3","CCDC104"
"ZRANB2.1",0.00110131664311359,1.16074656220363,0.131,0.083,1,"3","ZRANB2"
"GIMAP8.1",0.0011040496070258,-4.40734254249426,0.003,0.036,1,"3","GIMAP8"
"CXCL16.3",0.00112514423850209,-1.18641461293641,0.015,0.057,1,"3","CXCL16"
"NMT2.2",0.00113027462796987,-1.82688152442429,0.015,0.056,1,"3","NMT2"
"NME3",0.0011380223198899,-0.789923513728729,0.09,0.16,1,"3","NME3"
"ATRAID",0.00113859539963585,-0.465900419858547,0.186,0.291,1,"3","ATRAID"
"GSDMD.1",0.00115051560575518,-0.630832994382916,0.105,0.178,1,"3","GSDMD"
"SNAP29.2",0.00115574643371905,-0.83326477347079,0.038,0.092,1,"3","SNAP29"
"SAR1B",0.00116113483987104,-1.08470006977764,0.015,0.056,1,"3","SAR1B"
"VAMP3.2",0.00116581929300041,-0.793964110022576,0.029,0.079,1,"3","VAMP3"
"MLX",0.00117074543339786,-0.847420339659828,0.064,0.127,1,"3","MLX"
"TTYH3.3",0.00117242117520798,-2.98737042218165,0.003,0.036,1,"3","TTYH3"
"SH3YL1.3",0.00118146400450213,-0.91080544527248,0.049,0.107,1,"3","SH3YL1"
"UBE2E3.1",0.00119040810381622,-0.696990146892855,0.067,0.132,1,"3","UBE2E3"
"UFC1.1",0.00119481395626123,-0.36657247774089,0.276,0.391,1,"3","UFC1"
"TRAPPC6A.1",0.00120985604247248,-0.476265366145564,0.128,0.211,1,"3","TRAPPC6A"
"PNN.1",0.00121285236908502,0.765505468141795,0.186,0.129,1,"3","PNN"
"ANXA11.1",0.001213162605226,-0.467030102291024,0.186,0.284,1,"3","ANXA11"
"CDC42SE2.3",0.00121337717944344,-0.525073659843984,0.154,0.245,1,"3","CDC42SE2"
"CRTAM.1",0.00122013638010814,-5.62192643019787,0,0.03,1,"3","CRTAM"
"RTN4.2",0.00122263100653276,-0.682076181021974,0.166,0.254,1,"3","RTN4"
"CD58.2",0.00122278209059291,-1.85685746351937,0.017,0.06,1,"3","CD58"
"THOC3.1",0.00123001014909966,-1.8959097698154,0.009,0.046,1,"3","THOC3"
"SRSF3.2",0.00124096903441119,-0.47773128214668,0.369,0.49,1,"3","SRSF3"
"ZNF524.2",0.00124124330505728,-0.889718577924955,0.044,0.1,1,"3","ZNF524"
"MT-ND5.1",0.00124658413080534,-0.302195191125102,0.404,0.534,1,"3","MT-ND5"
"HIRA",0.00125050532975578,2.03322713695751,0.035,0.012,1,"3","HIRA"
"RB1",0.00125405254542351,1.53934508424474,0.078,0.041,1,"3","RB1"
"ARID5A",0.00125675964216012,-0.833788473330552,0.061,0.122,1,"3","ARID5A"
"SIDT1",0.00125819387959865,1.54259515352209,0.052,0.023,1,"3","SIDT1"
"TCEAL8.2",0.00126271098547588,-0.944899329747167,0.07,0.136,1,"3","TCEAL8"
"PLSCR1.2",0.00127184447304864,-0.717925366249115,0.081,0.15,1,"3","PLSCR1"
"IFNG-AS1",0.00128864885642314,1.76730455930649,0.035,0.012,1,"3","IFNG-AS1"
"CAMK4.3",0.00129552255851724,-1.01215779023839,0.049,0.105,1,"3","CAMK4"
"LFNG.3",0.00129862681974486,-1.87595102484624,0.012,0.051,1,"3","LFNG"
"CD151.2",0.00130243790633636,-1.49198395826022,0.012,0.051,1,"3","CD151"
"FHIT.2",0.00131162916586973,-1.43571501229713,0.038,0.088,1,"3","FHIT"
"EMC6.2",0.00133144006432792,-0.492522172497222,0.078,0.146,1,"3","EMC6"
"CD28.3",0.0013468758059895,-1.27641099813903,0.023,0.068,1,"3","CD28"
"CDK14",0.00135365207667488,2.78066145958096,0.015,0.003,1,"3","CDK14"
"BIN3",0.0013567848606341,-1.81444706322671,0.015,0.055,1,"3","BIN3"
"SMIM12.1",0.00135843821200289,-0.93846193305396,0.064,0.126,1,"3","SMIM12"
"PSMD12.1",0.00136335079246258,-1.41753160991432,0.026,0.073,1,"3","PSMD12"
"SEC11A.3",0.00136546109948473,-0.331700184592044,0.235,0.344,1,"3","SEC11A"
"AC142528.1",0.00136649992503913,2.73940365544372,0.015,0.003,1,"3","AC142528.1"
"TRAPPC4.1",0.00136992535837398,-0.30547114916901,0.067,0.132,1,"3","TRAPPC4"
"PARP10",0.00137897561919208,-1.43712539877586,0.02,0.064,1,"3","PARP10"
"UQCRB.1",0.00138146733949989,-0.510120791095071,0.061,0.123,1,"3","UQCRB"
"NMRAL1.1",0.00139085313564154,-2.64712401639865,0.006,0.04,1,"3","NMRAL1"
"ANXA2R.3",0.00139137487336285,-0.607514583170775,0.11,0.188,1,"3","ANXA2R"
"UBASH3A.3",0.00139273167693115,-2.64849178500238,0.009,0.045,1,"3","UBASH3A"
"NDUFS3.2",0.00139325734435493,-0.581761795738084,0.102,0.175,1,"3","NDUFS3"
"LINC00493",0.00140174429415068,-0.599715858926017,0.122,0.202,1,"3","LINC00493"
"KDM6B.1",0.00141367121854609,-1.60440777898154,0.017,0.059,1,"3","KDM6B"
"SUCLA2",0.00143510210018137,-2.18071370996496,0.012,0.05,1,"3","SUCLA2"
"CHRNB1.1",0.00144183666380571,-2.19644801322991,0.006,0.04,1,"3","CHRNB1"
"ZDHHC7.2",0.0014433032206266,-1.45461433310211,0.023,0.068,1,"3","ZDHHC7"
"TMEM91.1",0.00144714881943443,-4.28985502237744,0.003,0.034,1,"3","TMEM91"
"SMARCD3.3",0.00144757512400453,-6.09444889156861,0,0.029,1,"3","SMARCD3"
"SECTM1.3",0.00144757512400453,-5.29857026839849,0,0.029,1,"3","SECTM1"
"AC013264.2.3",0.00145424690662441,-2.41322248678573,0.012,0.049,1,"3","AC013264.2"
"TDP2.2",0.00146460346213307,-1.2153863349263,0.032,0.081,1,"3","TDP2"
"RPS20.3",0.00146529281673542,0.111144610588816,0.962,0.953,1,"3","RPS20"
"IL23A.3",0.0014718131209732,-2.44485227530224,0.012,0.05,1,"3","IL23A"
"SRP9.2",0.00147652285733243,-0.459982437958397,0.238,0.346,1,"3","SRP9"
"FHL3.3",0.00149676589961047,-1.55261301327657,0.012,0.05,1,"3","FHL3"
"S100B.1",0.00150055451499871,-3.43579711662682,0.006,0.04,1,"3","S100B"
"C12orf79.1",0.00150538406159495,1.55824614081673,0.061,0.029,1,"3","C12orf79"
"RBPJ.1",0.00151511157707056,-0.905431822243268,0.041,0.094,1,"3","RBPJ"
"MRP63.1",0.00151717732439783,-0.100932762582568,0.128,0.212,1,"3","MRP63"
"CD244.2",0.00151908654993354,-2.64696396987503,0.006,0.04,1,"3","CD244"
"HK3.3",0.00151969432819642,-2.75917159900839,0.003,0.034,1,"3","HK3"
"LRP1.3",0.00152780688580571,-2.54673837076715,0.006,0.04,1,"3","LRP1"
"RAB8A.1",0.00153376121590683,-0.477565763955424,0.145,0.229,1,"3","RAB8A"
"RABIF.1",0.00153489070354839,-1.36504565167662,0.02,0.064,1,"3","RABIF"
"VASP.3",0.00154361101924336,-0.399557898617379,0.192,0.288,1,"3","VASP"
"HSPA1A.2",0.00158413153552812,-1.3686010155801,0.029,0.076,1,"3","HSPA1A"
"HMGB1.2",0.00159121752210506,0.592176592611433,0.64,0.633,1,"3","HMGB1"
"ZNF467.3",0.00160185390883419,-2.10649029005661,0.006,0.04,1,"3","ZNF467"
"IFIT1.1",0.00160418398506758,-1.57835673661995,0.038,0.088,1,"3","IFIT1"
"SPCS3.2",0.00160460469890865,-0.659949372948277,0.055,0.113,1,"3","SPCS3"
"LINC00116",0.00162710175583069,-1.14037218495768,0.044,0.095,1,"3","LINC00116"
"GYG1.1",0.00163298548725227,-0.765475026376328,0.061,0.122,1,"3","GYG1"
"ALDH3B1.3",0.00164536831536688,-2.93488270890703,0.003,0.034,1,"3","ALDH3B1"
"KEAP1",0.00165698211299815,-2.80043338398636,0.003,0.034,1,"3","KEAP1"
"PHF14.1",0.0016819094909896,0.327448240649899,0.151,0.099,1,"3","PHF14"
"COPS5",0.00169201618663711,-0.726395515881154,0.105,0.175,1,"3","COPS5"
"PSTPIP2",0.00170620879385997,-3.9972273495156,0.003,0.034,1,"3","PSTPIP2"
"OST4.2",0.00171338790476712,-0.408480169366185,0.445,0.585,1,"3","OST4"
"RP11-1399P15.1.2",0.00171759501687266,-5.71061553576717,0,0.028,1,"3","RP11-1399P15.1"
"EMC7.2",0.00172098831439519,-0.539523265079235,0.11,0.188,1,"3","EMC7"
"NPL.2",0.00173372964246433,-2.04048392429249,0.006,0.039,1,"3","NPL"
"CD46.1",0.00173998420654274,-0.646840662358948,0.052,0.11,1,"3","CD46"
"NDUFB7.2",0.00174016557260672,-0.406457087406343,0.201,0.3,1,"3","NDUFB7"
"FBXL15",0.00174312238465257,-0.925296656644036,0.067,0.127,1,"3","FBXL15"
"MTCH2.2",0.00174517773943505,-1.18031686847481,0.038,0.088,1,"3","MTCH2"
"TBC1D10A.1",0.00174560672511612,-1.32325545314778,0.023,0.068,1,"3","TBC1D10A"
"TMEM38B",0.0017526320826856,1.36670430012538,0.061,0.029,1,"3","TMEM38B"
"DPP4.2",0.00176275451493855,-3.20689560244088,0.003,0.034,1,"3","DPP4"
"ZNF439.1",0.00176962158739042,1.73414834338481,0.038,0.014,1,"3","ZNF439"
"CHD3",0.00177701836526392,-1.68356689540634,0.015,0.054,1,"3","CHD3"
"SLC37A1",0.0017841194942911,1.90654280455578,0.041,0.016,1,"3","SLC37A1"
"LILRA2.3",0.00178880599160942,-1.04333243496063,0.012,0.049,1,"3","LILRA2"
"NRG1.3",0.00179088167047007,-2.83343753172879,0.003,0.034,1,"3","NRG1"
"EVI2B.1",0.00179667171818563,0.500988993891574,0.366,0.321,1,"3","EVI2B"
"TTC38.3",0.00183403163534679,-2.13394445251487,0.015,0.053,1,"3","TTC38"
"RALGPS1",0.0018389551304338,2.46239750433263,0.017,0.004,1,"3","RALGPS1"
"MYO1E",0.00184273713830527,4.36714967962531,0.012,0.002,1,"3","MYO1E"
"CCDC65.2",0.00184574773561946,-4.10823761867939,0.003,0.033,1,"3","CCDC65"
"MOB3B",0.00184623602975496,2.51706782057391,0.017,0.004,1,"3","MOB3B"
"GDE1.2",0.00185613621425531,-1.17551860326138,0.02,0.063,1,"3","GDE1"
"ARRDC1",0.00186229741669825,-0.726511105401533,0.055,0.112,1,"3","ARRDC1"
"SYT17.1",0.00186486744025165,2.91800827765064,0.02,0.005,1,"3","SYT17"
"PARP8.1",0.00186524720506879,-1.19008991392315,0.023,0.067,1,"3","PARP8"
"TNKS2-AS1",0.00186778534510473,2.8147918262773,0.012,0.002,1,"3","TNKS2-AS1"
"ZDHHC1.3",0.00187103079264175,-5.22161494289089,0,0.027,1,"3","ZDHHC1"
"MIR497HG",0.00187789191397929,2.78170591326322,0.012,0.002,1,"3","MIR497HG"
"ZCCHC18",0.00188460080478609,2.50642063078088,0.02,0.005,1,"3","ZCCHC18"
"NAGA.2",0.00189110843130898,-1.32829777358444,0.015,0.054,1,"3","NAGA"
"EMR2.3",0.00189186973303815,-1.76174202863607,0.009,0.044,1,"3","EMR2"
"SPATS2L.2",0.00189853888997727,-3.47268068137076,0.003,0.033,1,"3","SPATS2L"
"PAFAH1B1",0.00190518843752028,-1.28305414728313,0.026,0.071,1,"3","PAFAH1B1"
"ZSWIM7.1",0.00193885293357568,-1.1158865367595,0.049,0.102,1,"3","ZSWIM7"
"SERPINI1",0.00194514346250279,2.00516644571688,0.029,0.01,1,"3","SERPINI1"
"DNAJB11.1",0.00195254440040122,-0.892754983696151,0.049,0.104,1,"3","DNAJB11"
"PPP3CC.1",0.00197147372914412,1.00255196631678,0.137,0.088,1,"3","PPP3CC"
"FAM96A",0.00197998427689993,0.710077121953033,0.145,0.097,1,"3","FAM96A"
"ANP32B.1",0.00198688554396857,-0.324164355578427,0.34,0.456,1,"3","ANP32B"
"IMP3",0.00199504189537028,-0.318464007242706,0.14,0.226,1,"3","IMP3"
"SSR2.1",0.00200007441318884,-0.201822946712089,0.509,0.634,1,"3","SSR2"
"MPEG1.3",0.00200411315353715,-0.723505865800086,0.058,0.116,1,"3","MPEG1"
"PYGL.3",0.00202942571184055,-1.31393173762037,0.009,0.044,1,"3","PYGL"
"CLEC10A.3",0.00203824385545345,-5.75059488432642,0,0.027,1,"3","CLEC10A"
"CYB561.1",0.00203824385545345,-5.3826275499564,0,0.027,1,"3","CYB561"
"RP11-94L15.2.2",0.00204052249412882,1.09450506941325,0.084,0.046,1,"3","RP11-94L15.2"
"CHIC2",0.00204339657015065,-0.879164099536326,0.032,0.08,1,"3","CHIC2"
"MPST.3",0.00206304826273737,-1.94936361138397,0.023,0.065,1,"3","MPST"
"APOL6",0.00206820919956126,-1.42634774528768,0.015,0.053,1,"3","APOL6"
"STX5.1",0.00207244428204286,0.942252191734678,0.163,0.114,1,"3","STX5"
"RASSF4.3",0.00208531071274186,-1.25555561692535,0.015,0.053,1,"3","RASSF4"
"STK10.1",0.00209983010329628,-0.645188254697416,0.073,0.136,1,"3","STK10"
"SEP15.2",0.00210009985897405,0.714647002482608,0.331,0.292,1,"3","SEP15"
"SCML4.3",0.00210589205364306,-0.910832384406124,0.032,0.079,1,"3","SCML4"
"GPR155.3",0.00211440312506271,-1.68380062326076,0.012,0.048,1,"3","GPR155"
